question,answer,category,적용대상,출처
영단어 암기는 이동 시간에도 가능한가요?,"네, 이동 시간에 영단어를 암기하는 것이 효율적입니다.",영어,공통,line696
어휘 복습은 어떻게 진행해야 하나요?,누적 복습을 통해 이전에 외운 단어와 헷갈리는 단어를 반복 확인해주세요.,영어,공통,line697
BGM에서 점수가 잘 안 나오는데 괜찮을까요?,BGM에서 성적이 좋지 않아도 기출과 파이널 과정에서 충분히 오를 수 있으니 낙담하지 말고 약한 부분을 보충해주세요.,시험준비,이과,line698
모의고사에서 시간 배분은 어떻게 해야 하나요?,풀 수 없는 문제는 과감히 넘기고 풀 수 있는 문제를 빠르게 해결하는 연습을 해주세요.,시험준비,공통,line699
시험에서 틀린 문제는 어떻게 활용해야 하나요?,틀린 문제를 오답노트에 기록하고 일정 시간 후 다시 풀어보면서 복습하세요.,시험준비,공통,line700
BGM 성적이 계단식으로 오르는 게 정상인가요?,"네, 성적은 수평 구간을 거치다가 갑자기 오르는 경우가 많으니 꾸준히 복습과 공식 암기를 병행해주세요.",시험준비,이과,line701
비지엠에서 계속 같은 점수대인데 어떻게 해야 하나요?,성적이 정체될 땐 복습과 기본기 보완에 집중하시면 곧 점수가 오릅니다.,시험준비,이과,line702
모의고사 접수는 꼭 해야 하나요?,"네, 진도가 부족해도 영어 시험만이라도 응시해 부족한 부분을 파악해 보완하셔야 합니다.",시험준비,공통,line703
오답노트는 어떻게 작성하는 게 좋을까요?,"오답노트는 틀린 문제, 이유, 정답 근거를 기록하고 일정 시간 뒤 다시 풀어보는 방식으로 작성해주세요.",학습법,공통,line704
공부 시작 시간이 자꾸 늦어지는데 어떻게 해야 하나요?,공부는 오전 9시 이전에 시작해주셔야 충분히 진도를 나갈 수 있습니다.,학습법,공통,line705
알바와 공부를 병행할 때 주의할 점은 무엇인가요?,"알바 전에는 단어 암기를 하고, 알바로 시간이 부족할 땐 진도를 줄여 핵심만 진행하세요.",학습법,공통,line706
공부 시간이 부족할 때 우선순위는 어떻게 세워야 하나요?,"영단어는 이동 시간에, 집에서는 반드시 수학을 우선 진행해주세요.",학습법,공통,line707
피곤해서 공부가 잘 안 될 때 어떻게 해야 하나요?,새벽까지 무리하지 말고 1시에 마무리하고 일찍 일어나서 시작하는 패턴을 유지해주세요.,학습법,공통,line708
복습이 부족하다고 느껴질 때 어떻게 보완하나요?,"강의 전에 책 내용을 다시 읽고, 틀린 문제를 반드시 다시 풀어야 복습이 완성됩니다.",학습법,공통,line709
자소서 초안은 언제까지 제출해야 하나요?,자소서 초안은 9월 12일까지 제출해야 첨삭을 받을 수 있습니다.,입시정보,공통,line710
자소서를 기한 내 제출하지 못하면 어떻게 되나요?,제출하지 못하면 첨삭 순서가 후순위로 밀려 대기 기간이 길어질 수 있습니다.,입시정보,공통,line711
학업계획서는 언제 첨삭받을 수 있나요?,학업계획서 초안 작성이 가능하다면 바로 첨삭을 받는 것이 좋습니다.,입시정보,공통,line712
재등록 기한은 언제까지인가요?,"재등록 기한은 9월 13일까지이며, 그 전에 진행해주셔야 합니다.",입시정보,공통,line713
수학 강좌는 어떤 순서로 진행해야 하나요?,다변수 → 블랙 → 비지엠 → 공학수학 및 파트별 다지기 파이널 강좌 순으로 진행해주세요.,커리큘럼,이과,line714
교재는 언제 주문하는 게 가장 좋은가요?,교재는 끝나기 전에 미리 주문해 두어 끊김 없이 진도를 나갈 수 있도록 해주세요.,커리큘럼,공통,line715
파이널 강좌는 언제 시작하나요?,비지엠이 완료되면 공학수학과 파트별 다지기 파이널 강좌로 넘어가시면 됩니다.,커리큘럼,이과,line716
시험 전날에는 어떻게 공부해야 하나요?,"시험 전날에는 오답노트와 헷갈리는 개념만 간단히 확인하시고, 새로운 문제는 풀지 않는 게 좋습니다.",FAQ,공통,line717
휴식은 언제 취하는 게 좋을까요?,"밥 먹을 때나 집중이 풀릴 때 짧게 쉬고, 길게 쉬는 시간은 하루 1번만 두세요.",FAQ,공통,line718
슬럼프가 올 때 어떻게 대처하나요?,슬럼프 때는 짧게 쉬고 다시 루틴을 이어가는 게 가장 효과적입니다.,FAQ,공통,line719
성적이 안 오를 때 어떻게 해야 하나요?,성적이 정체될 때는 오답 복습과 기본 개념 보완에 집중해주세요.,FAQ,공통,line720
공부와 수면은 어떻게 병행해야 하나요?,새벽까지 공부하기보단 1시에 마무리하고 일찍 일어나 규칙적으로 시작하는 게 좋습니다.,FAQ,공통,line721
6월 공부 계획은 어떻게 세워야 하나요?,"이번 달에는 선형대수를 꼭 끝내시고 다변수로 진입해보세요. 영어는 평일에는 단어, 주말에는 인강을 듣는 루틴을 권장드립니다.",커리큘럼,이과,line722
휴가 기간에 공부를 잘 못했는데 어떻게 회복하면 좋을까요?,"휴가 이후에는 바로 시험 모드로 들어가셔야 합니다. 수학 진도는 늦지 않게 이어가고, 영어는 단어와 인강을 병행하세요.",학습법,공통,line723
군 복무 중이라 공부 시간을 많이 확보하기 어렵습니다. 어떻게 해야 할까요?,"평일에는 단어 위주로 짧게라도 챙기고, 주말과 휴일에 인강과 수학 진도를 늘려주세요. 매일 가능한 만큼 꾸준히 하시는 게 중요합니다.",학습법,공통,line724
선형대수는 어느 시점까지 마무리해야 하나요?,"이번 달 안에 선형대수를 끝내시고, 늦어도 7월 안에는 다변수로 들어가야 이후 문풀을 충분히 할 수 있습니다.",수학,이과,line725
영어는 어떤 순서로 공부하면 좋을까요?,"평일에는 영단어를 꾸준히 암기하고, 주말에는 인강을 들어주세요. lv1을 마무리한 뒤 lv2는 8월까지 마무리하는 것을 목표로 하시면 좋습니다.",영어,공통,line726
모의고사 응시는 어떻게 준비하면 좋을까요?,"정해진 응시 기간을 꼭 지켜서 응시하시고, 틀린 문제는 오답노트로 정리하세요. 오답노트는 '틀린 파트 → 이유 → 정답 근거' 순서로 작성하세요.",시험준비,공통,line727
학원 공지사항은 어떻게 확인해야 하나요?,"학원 밴드 공지사항에 편입 관련 안내가 올라오니, 주기적으로 확인해주시기 바랍니다.",입시정보,공통,line728
영어 단어장은 어떤 걸 사용해야 할까요?,현재는 MVP 단어장을 반복 회독하는 것을 권장드립니다. 이후에는 프로파일러 보카를 추가해 학습하면 좋습니다.,학습자료,공통,line729
수학 문제 풀이와 진도 학습은 어떻게 병행해야 하나요?,"선형대수나 미적분은 진도를 나가면서 동시에 문제풀이를 병행해야 합니다. 하루 학습 시간을 나누어 절반은 진도, 절반은 문풀에 배정해보세요.",수학,이과,line730
전역 후 시험 준비는 어떻게 이어가야 하나요?,"전역 직후 바로 시험이 있으니, 지금부터 시험 모드로 루틴을 잡으셔야 합니다. 남은 군 복무 기간 동안 단어, 수학 진도, 영어 인강을 최대한 챙겨주세요.",시험준비,공통,line731
모의고사 성적은 어떻게 활용하면 좋을까요?,"성적 공개 후에는 백분위를 확인하시고 틀린 문제는 반드시 오답노트에 기록해주세요. 선지 고른 이유, 정답 근거까지 정리하면 효과적입니다.",시험준비,공통,line732
휴가 중에는 공부 시간을 어떻게 배분하는 게 좋을까요?,"휴가 중에는 전체 시간의 1/3~1/2만 공부에 투자하시고 나머지는 휴식으로 보내세요. 약속이 있는 날은 전후로 단어, 문풀 위주로 챙기시면 좋습니다.",학습법,공통,line733
수학 데일리 테스트는 시간 배분을 어떻게 하면 좋을까요?,문제당 최대 2분 이내로 푸는 연습을 해주세요. 제한시간 안에 풀어내는 훈련이 중요합니다.,수학,이과,line734
급수 파트 문제를 어떻게 대비해야 할까요?,"매클로린 급수, 부분분수 전개 등 기본 공식을 암기하고 해당 형태를 빠르게 떠올리는 연습을 하세요. 학교마다 반드시 출제되는 단골 파트입니다.",수학,이과,line735
영어 단어 공부는 어떻게 하는 게 효과적인가요?,"평일에는 매일 단어 암기를 루틴으로 잡고, 주말에는 인강을 보면서 모르는 단어를 추가로 정리하세요. 틀린 문제에서 헷갈린 단어도 함께 기록해두면 좋습니다.",영어,공통,line736
컨디션이 안 좋을 때는 어떻게 공부하면 될까요?,"몸이 안 좋을 때는 쉬는 것을 우선하시되, 여유가 생기면 단어 암기 같은 가벼운 공부부터 챙기세요. 무리하지 않고 꾸준함을 유지하는 것이 중요합니다.",FAQ,공통,line737
모르는 단어는 나중에 사전에 찾아보고 정리하는게 나을까요?,독해하다가 모르는 단어는 따로 찾고 정리해두신 뒤 암기해주셔야 합니다. 기본 단어장 + 독해/논리 중 만난 단어 + 전날 복습으로 관리하세요.,영어,공통,line738
단어 외울 때 시간을 어느 정도까지 투자하는 게 좋을까요?,"아침·점심·저녁 하루 3회 반복해서 외우시고, 상반기엔 하루 3~4시간 투자해 하반기에 수학에 집중할 수 있게 해주세요.",영어,공통,line739
수학 공식 노트를 따로 만드는 게 좋을까요?,기본 노트에 새로운 공식을 추가해 단권화 노트를 꼭 만드세요. 대부분 합격생들이 직접 공식 노트를 사용했습니다.,수학,이과,line740
수학 기출은 지금 풀지 않아도 될까요?,"네, 보통 기출은 7~9월부터 시작합니다. 그 전에는 기본 개념과 공식을 다지는 데 집중하세요.",수학,이과,line741
로피탈 문제를 함수 근사로 풀 수 있던데 근사는 미분 2에서 배우나요?,"해당 내용은 테일러급수, 즉 급수 파트에 속합니다. 교재 단원에서 테일러급수나 선형근사 부분을 확인해보세요.",수학,이과,line742
단어는 하루에 몇 개 정도 외우는 게 좋을까요?,이과생은 보통 하루 200~300개를 복습 포함 암기합니다. 반복해 눈에 익히는 것이 핵심입니다.,영어,공통,line743
동의어 학습은 언제 시작하는 게 좋을까요?,기본 단어가 완벽하게 외워진 뒤 2회독부터 동의어를 보시면 됩니다.,영어,공통,line744
보카바이블은 MVP보다 쉬운가요?,"네, 보카바이블은 단어 난이도가 낮고 예문과 이미지 자료가 많아 이해와 암기에 유리합니다.",영어,공통,line745
도형의 최대최소 문제는 공식을 따로 암기하는 게 좋을까요?,"네, 가능한 공식은 외우는 게 유리합니다. 잘 안 외워지면 공식 노트에 적어 자주 보세요.",수학,이과,line746
지금 기출 문제를 돌리는 건 이른가요?,"네, 지금은 빠릅니다. 기출은 보통 7~9월부터 시작하며, 지금은 예제가 기출 기반이니 조급해하지 않으셔도 됩니다.",수학,이과,line747
보카바이블은 하루에 몇 Day씩 하는 게 좋을까요?,"이과생이라면 하루 최소 3 Day, 복습 포함 200개 이상을 암기하는 게 적당합니다.",영어,공통,line748
독해는 지금 시기에 어느 정도 풀면 될까요?,이과생의 경우 하루 짧은 지문 5~8개 또는 인강 1~2강 정도가 적당합니다. 여름부터는 수학 비중을 늘려야 합니다.,영어,공통,line749
보카바이블 하나만 외우면 시험에 지장 없나요?,"네, A권과 B권 모두 암기하면 충분합니다. 편입 단어장은 범위가 비슷해 한 권을 끝까지 외우는 게 효과적입니다.",영어,공통,line750
이상적분은 적분에서 중요한 파트인가요?,"적분 활용이 가장 중요하고, 그 다음이 이상적분입니다. 두 파트 모두 시험에 반드시 출제됩니다.",수학,이과,line751
논리 공부는 언제 시작하는 게 좋을까요?,독해 강좌 완강 직후 시작하시면 됩니다. 여유가 되면 독해와 번갈아 진행하셔도 좋습니다.,영어,공통,line752
문법 노트도 만드는 게 좋을까요?,"네, 문법도 암기해야 푸는 문제가 많으므로 수학처럼 노트를 만들어 정리해두시면 도움이 됩니다.",영어,공통,line753
